step,origin,lead_time,date,actual,predicted
2,2023-02-07,17,2023-03-02,75.78561650224196,84.548615
2,2023-02-07,18,2023-03-03,75.54714161180702,84.745926
2,2023-02-07,19,2023-03-06,75.29102225931815,85.060646
2,2023-02-07,20,2023-03-07,74.52699488110835,85.19953
3,2023-03-07,1,2023-03-08,74.51306868756866,81.873695
3,2023-03-07,2,2023-03-09,75.19498821850759,82.02152
3,2023-03-07,3,2023-03-10,74.10715623379964,81.825966
3,2023-03-07,4,2023-03-13,73.9310917803664,83.16463
3,2023-03-07,5,2023-03-14,73.68911344357987,82.69117
3,2023-03-07,6,2023-03-15,73.99902594219209,83.08378
3,2023-03-07,7,2023-03-16,73.7865865566298,82.83809
3,2023-03-07,8,2023-03-17,73.63257366169188,84.170715
3,2023-03-07,9,2023-03-20,72.51370829574452,83.17999
3,2023-03-07,10,2023-03-21,72.41854041612677,83.59132
3,2023-03-07,11,2023-03-22,71.39097419162324,83.40764
3,2023-03-07,12,2023-03-23,71.81245083735587,84.30823
3,2023-03-07,13,2023-03-24,71.62669395334416,83.38268
3,2023-03-07,14,2023-03-27,71.59591037582926,83.52843
3,2023-03-07,15,2023-03-28,70.64615053640324,83.64665
3,2023-03-07,16,2023-03-29,71.40355755998148,84.23675
3,2023-03-07,17,2023-03-30,72.06185568077447,83.66633
3,2023-03-07,18,2023-03-31,72.90178361166465,83.80206
3,2023-03-07,19,2023-04-03,75.12004746314618,84.183105
3,2023-03-07,20,2023-04-04,75.07090242097223,84.36722
4,2023-04-04,1,2023-04-05,76.29016773235695,78.84687
4,2023-04-04,2,2023-04-06,76.19465088903983,78.9801
4,2023-04-04,3,2023-04-07,76.62942687285313,79.35811
4,2023-04-04,4,2023-04-10,77.04772901277555,80.1286
4,2023-04-04,5,2023-04-11,77.37742912858275,80.27615
4,2023-04-04,6,2023-04-12,78.11277456271772,80.465454
4,2023-04-04,7,2023-04-13,77.8977156581672,80.660774
4,2023-04-04,8,2023-04-14,78.03909148830857,81.35298
4,2023-04-04,9,2023-04-17,78.68615970042003,81.10965
4,2023-04-04,10,2023-04-18,80.55680784322877,81.25614
4,2023-04-04,11,2023-04-19,79.84797417336021,81.53648
4,2023-04-04,12,2023-04-20,78.18575957047447,81.96547
4,2023-04-04,13,2023-04-21,77.85562739511457,81.7102
4,2023-04-04,14,2023-04-24,78.1091596390616,81.99418
4,2023-04-04,15,2023-04-25,78.45698211408585,82.33168
4,2023-04-04,16,2023-04-26,78.73085482910895,82.59585
4,2023-04-04,17,2023-04-27,80.10365538572096,82.40372
4,2023-04-04,18,2023-04-28,81.2775961900056,82.83184
4,2023-04-04,19,2023-05-01,81.43360524965344,83.2497
4,2023-04-04,20,2023-05-02,81.17620795909352,83.60602
5,2023-05-02,1,2023-05-03,81.04869151340135,82.133606
5,2023-05-02,2,2023-05-04,80.91667628230663,81.78629
5,2023-05-02,3,2023-05-05,80.92060161106664,81.85095
5,2023-05-02,4,2023-05-08,79.58213804033971,83.229385
5,2023-05-02,5,2023-05-09,79.35936113022639,83.40927
5,2023-05-02,6,2023-05-10,79.17622624967439,83.11709
5,2023-05-02,7,2023-05-11,79.23196807498172,83.1734
5,2023-05-02,8,2023-05-12,79.22455591569752,84.26491
5,2023-05-02,9,2023-05-15,80.1450994615354,83.75642
5,2023-05-02,10,2023-05-16,79.86271984928197,83.05941
5,2023-05-02,11,2023-05-17,79.67410945167082,83.213806
5,2023-05-02,12,2023-05-18,80.46579428218968,83.64
5,2023-05-02,13,2023-05-19,80.47938004820304,83.316246
5,2023-05-02,14,2023-05-22,80.943267802806,82.772514
5,2023-05-02,15,2023-05-23,81.85795049021046,83.24543
5,2023-05-02,16,2023-05-24,82.52256769562942,83.26369
5,2023-05-02,17,2023-05-25,83.01207208293917,83.0567
5,2023-05-02,18,2023-05-26,83.05106846307184,82.85233
5,2023-05-02,19,2023-05-29,83.96390803022578,83.08526
5,2023-05-02,20,2023-05-30,84.36533371841769,82.77444
