step,origin,lead_time,date,actual,predicted
4,2023-04-04,11,2023-04-19,79.84797417336021,77.44472
4,2023-04-04,12,2023-04-20,78.18575957047447,77.74358
4,2023-04-04,13,2023-04-21,77.85562739511457,78.0383
4,2023-04-04,14,2023-04-24,78.1091596390616,78.33698
4,2023-04-04,15,2023-04-25,78.45698211408585,78.6626
4,2023-04-04,16,2023-04-26,78.73085482910895,78.922165
4,2023-04-04,17,2023-04-27,80.10365538572096,79.177376
4,2023-04-04,18,2023-04-28,81.2775961900056,79.39727
4,2023-04-04,19,2023-05-01,81.43360524965344,79.57842
4,2023-04-04,20,2023-05-02,81.17620795909352,79.78587
5,2023-05-02,1,2023-05-03,81.04869151340135,80.86052
5,2023-05-02,2,2023-05-04,80.91667628230663,80.52033
5,2023-05-02,3,2023-05-05,80.92060161106664,80.142166
5,2023-05-02,4,2023-05-08,79.58213804033971,79.75676
5,2023-05-02,5,2023-05-09,79.35936113022639,79.3565
5,2023-05-02,6,2023-05-10,79.17622624967439,78.95224
5,2023-05-02,7,2023-05-11,79.23196807498172,78.53536
5,2023-05-02,8,2023-05-12,79.22455591569752,78.14585
5,2023-05-02,9,2023-05-15,80.1450994615354,77.76322
5,2023-05-02,10,2023-05-16,79.86271984928197,77.38942
5,2023-05-02,11,2023-05-17,79.67410945167082,77.021645
5,2023-05-02,12,2023-05-18,80.46579428218968,76.69903
5,2023-05-02,13,2023-05-19,80.47938004820304,76.362854
5,2023-05-02,14,2023-05-22,80.943267802806,76.04466
5,2023-05-02,15,2023-05-23,81.85795049021046,75.74719
5,2023-05-02,16,2023-05-24,82.52256769562942,75.48568
5,2023-05-02,17,2023-05-25,83.01207208293917,75.24237
5,2023-05-02,18,2023-05-26,83.05106846307184,75.006035
5,2023-05-02,19,2023-05-29,83.96390803022578,74.824905
5,2023-05-02,20,2023-05-30,84.36533371841769,74.65321
