,Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
87734,2016-04-11 17:00:00.000 +0200,Mostly Cloudy,rain,17.26111111111111,17.26111111111111,0.56,11.6725,293.0,10.3523,0.0,1011.39,Mostly cloudy until evening.
87735,2016-04-11 18:00:00.000 +0200,Mostly Cloudy,rain,17.266666666666666,17.266666666666666,0.54,7.969500000000001,299.0,9.982,0.0,1011.51,Mostly cloudy until evening.
87736,2016-04-11 19:00:00.000 +0200,Partly Cloudy,rain,15.066666666666666,15.066666666666666,0.66,9.2736,290.0,16.1,0.0,1011.7,Mostly cloudy until evening.
87737,2016-04-11 20:00:00.000 +0200,Partly Cloudy,rain,12.56111111111111,12.56111111111111,0.72,4.2987,267.0,14.731500000000002,0.0,1012.3,Mostly cloudy until evening.
87738,2016-04-11 21:00:00.000 +0200,Partly Cloudy,rain,11.116666666666664,11.116666666666664,0.8,2.9624,23.0,14.9086,0.0,1012.7,Mostly cloudy until evening.
87739,2016-04-11 22:00:00.000 +0200,Clear,rain,9.883333333333333,8.877777777777775,0.86,8.05,300.0,14.812,0.0,1012.83,Mostly cloudy until evening.
87740,2016-04-11 23:00:00.000 +0200,Clear,rain,8.955555555555556,8.955555555555556,0.92,2.7853000000000003,199.0,14.0875,0.0,1013.07,Mostly cloudy until evening.
87741,2016-04-12 00:00:00.000 +0200,Clear,rain,8.199999999999998,8.199999999999998,0.93,2.9624,162.0,9.8532,0.0,1012.93,Foggy in the morning.
87742,2016-04-12 01:00:00.000 +0200,Clear,rain,8.083333333333332,7.23888888888889,0.93,6.1502,199.0,9.8049,0.0,1013.31,Foggy in the morning.
87743,2016-04-12 02:00:00.000 +0200,Clear,rain,7.26111111111111,7.26111111111111,0.95,3.22,171.0,6.6493,0.0,1013.26,Foggy in the morning.
87744,2016-04-12 03:00:00.000 +0200,Clear,rain,5.511111111111112,5.511111111111112,1.0,0.0,0.0,5.9731000000000005,0.0,1013.51,Foggy in the morning.
87745,2016-04-12 04:00:00.000 +0200,Foggy,rain,4.888888888888888,4.888888888888888,0.96,0.0,0.0,0.2898,0.0,1013.5,Foggy in the morning.
87746,2016-04-12 05:00:00.000 +0200,Foggy,rain,4.427777777777777,4.427777777777777,0.99,2.6404,221.0,1.7388,0.0,1013.54,Foggy in the morning.
87747,2016-04-12 06:00:00.000 +0200,Foggy,rain,3.911111111111111,3.911111111111111,1.0,0.0,0.0,0.483,0.0,1013.68,Foggy in the morning.
87748,2016-04-12 07:00:00.000 +0200,Foggy,rain,7.622222222222222,7.622222222222222,1.0,4.83,140.0,2.9785000000000004,0.0,1013.49,Foggy in the morning.
87749,2016-04-12 08:00:00.000 +0200,Clear,rain,11.044444444444444,11.044444444444444,0.91,7.1001,169.0,6.9069,0.0,1012.99,Foggy in the morning.
87750,2016-04-12 09:00:00.000 +0200,Clear,rain,14.88888888888889,14.88888888888889,0.72,10.9641,188.0,8.05,0.0,1012.7,Foggy in the morning.
87751,2016-04-12 10:00:00.000 +0200,Clear,rain,17.733333333333334,17.733333333333334,0.56,21.735000000000003,200.0,9.982,0.0,1012.88,Foggy in the morning.
87752,2016-04-12 11:00:00.000 +0200,Partly Cloudy,rain,18.88888888888889,18.88888888888889,0.51,15.005200000000002,178.0,10.3523,0.0,1013.01,Foggy in the morning.
87753,2016-04-12 12:00:00.000 +0200,Partly Cloudy,rain,20.04444444444444,20.04444444444444,0.45,14.1036,210.0,9.982,0.0,1012.17,Foggy in the morning.
87754,2016-04-12 13:00:00.000 +0200,Partly Cloudy,rain,22.127777777777776,22.127777777777776,0.38,19.9479,210.0,16.1,0.0,1011.47,Foggy in the morning.
87755,2016-04-12 14:00:00.000 +0200,Partly Cloudy,rain,22.600000000000005,22.600000000000005,0.33,22.024800000000003,237.0,15.552600000000002,0.0,1010.87,Foggy in the morning.
87756,2016-04-12 15:00:00.000 +0200,Partly Cloudy,rain,22.800000000000004,22.800000000000004,0.34,23.167900000000003,241.0,16.1,0.0,1010.09,Foggy in the morning.
87757,2016-04-12 16:00:00.000 +0200,Partly Cloudy,rain,22.82222222222222,22.82222222222222,0.34,21.8316,250.0,16.1,0.0,1009.88,Foggy in the morning.
87758,2016-04-12 17:00:00.000 +0200,Partly Cloudy,rain,22.87777777777778,22.87777777777778,0.31,23.4416,255.0,15.552600000000002,0.0,1009.52,Foggy in the morning.
87759,2016-04-12 18:00:00.000 +0200,Partly Cloudy,rain,21.22222222222222,21.22222222222222,0.41,12.6707,271.0,16.1,0.0,1009.5,Foggy in the morning.
87760,2016-04-12 19:00:00.000 +0200,Partly Cloudy,rain,18.927777777777774,18.927777777777774,0.47,9.5795,330.0,16.1,0.0,1009.58,Foggy in the morning.
87761,2016-04-12 20:00:00.000 +0200,Partly Cloudy,rain,16.5,16.5,0.54,1.1753,23.0,15.552600000000002,0.0,1009.87,Foggy in the morning.
87762,2016-04-12 21:00:00.000 +0200,Partly Cloudy,rain,13.927777777777775,13.927777777777775,0.71,0.1288,340.0,16.1,0.0,1010.22,Foggy in the morning.
87763,2016-04-12 22:00:00.000 +0200,Partly Cloudy,rain,13.238888888888887,13.238888888888887,0.69,0.0,0.0,16.1,0.0,1010.62,Foggy in the morning.
87764,2016-04-12 23:00:00.000 +0200,Partly Cloudy,rain,11.483333333333334,11.483333333333334,0.78,9.6439,185.0,15.520400000000002,0.0,1010.5,Foggy in the morning.
87765,2016-04-13 00:00:00.000 +0200,Partly Cloudy,rain,10.088888888888889,10.088888888888889,0.77,3.381,293.0,15.826300000000002,0.0,1010.65,Partly cloudy throughout the day.
87766,2016-04-13 01:00:00.000 +0200,Partly Cloudy,rain,9.927777777777775,9.927777777777775,0.81,3.5420000000000007,283.0,15.649200000000002,0.0,1010.85,Partly cloudy throughout the day.
87767,2016-04-13 02:00:00.000 +0200,Mostly Cloudy,rain,8.877777777777775,8.027777777777779,0.85,6.617100000000001,304.0,15.0535,0.0,1010.88,Partly cloudy throughout the day.
87768,2016-04-13 03:00:00.000 +0200,Partly Cloudy,rain,9.288888888888888,9.288888888888888,0.84,3.0751,260.0,15.504300000000002,0.0,1010.64,Partly cloudy throughout the day.
87769,2016-04-13 04:00:00.000 +0200,Partly Cloudy,rain,8.222222222222221,7.411111111111113,0.93,6.1019000000000005,211.0,15.504300000000002,0.0,1010.92,Partly cloudy throughout the day.
87770,2016-04-13 05:00:00.000 +0200,Partly Cloudy,rain,7.922222222222221,7.922222222222221,0.95,4.2343,239.0,14.2646,0.0,1010.94,Partly cloudy throughout the day.
87771,2016-04-13 06:00:00.000 +0200,Foggy,rain,7.183333333333334,7.183333333333334,1.0,0.1449,260.0,3.059,0.0,1011.18,Partly cloudy throughout the day.
87772,2016-04-13 07:00:00.000 +0200,Mostly Cloudy,rain,7.805555555555554,6.238888888888887,0.96,8.935500000000001,181.0,4.025,0.0,1011.0,Partly cloudy throughout the day.
87773,2016-04-13 08:00:00.000 +0200,Partly Cloudy,rain,12.577777777777778,12.577777777777778,0.77,10.2235,237.0,8.629600000000002,0.0,1011.13,Partly cloudy throughout the day.
87774,2016-04-13 09:00:00.000 +0200,Partly Cloudy,rain,16.06111111111111,16.06111111111111,0.67,4.6690000000000005,205.0,11.8979,0.0,1010.6,Partly cloudy throughout the day.
87775,2016-04-13 10:00:00.000 +0200,Partly Cloudy,rain,18.772222222222226,18.772222222222226,0.56,14.023100000000005,231.0,15.826300000000002,0.0,1010.3,Partly cloudy throughout the day.
87776,2016-04-13 11:00:00.000 +0200,Partly Cloudy,rain,20.78333333333333,20.78333333333333,0.46,18.1286,236.0,15.520400000000002,0.0,1010.11,Partly cloudy throughout the day.
87777,2016-04-13 12:00:00.000 +0200,Mostly Cloudy,rain,22.10555555555556,22.10555555555556,0.39,23.0713,251.0,16.1,0.0,1009.5,Partly cloudy throughout the day.
87778,2016-04-13 13:00:00.000 +0200,Mostly Cloudy,rain,22.15,22.15,0.43,24.6813,250.0,16.1,0.0,1008.83,Partly cloudy throughout the day.
87779,2016-04-13 14:00:00.000 +0200,Mostly Cloudy,rain,22.722222222222225,22.722222222222225,0.38,24.0212,254.0,15.552600000000002,0.0,1008.57,Partly cloudy throughout the day.
87780,2016-04-13 15:00:00.000 +0200,Mostly Cloudy,rain,23.79444444444444,23.79444444444444,0.41,19.9801,221.0,16.1,0.0,1007.6,Partly cloudy throughout the day.
87781,2016-04-13 16:00:00.000 +0200,Mostly Cloudy,rain,23.83888888888889,23.83888888888889,0.36,21.847700000000003,211.0,16.1,0.0,1006.7,Partly cloudy throughout the day.
87782,2016-04-13 17:00:00.000 +0200,Mostly Cloudy,rain,22.73333333333333,22.73333333333333,0.38,19.1429,223.0,15.552600000000002,0.0,1006.44,Partly cloudy throughout the day.
87783,2016-04-13 18:00:00.000 +0200,Overcast,rain,21.22777777777777,21.22777777777777,0.45,4.8944,212.0,16.1,0.0,1005.68,Partly cloudy throughout the day.
87784,2016-04-13 19:00:00.000 +0200,Overcast,rain,20.0,20.0,0.53,3.4293,141.0,16.1,0.0,1005.37,Partly cloudy throughout the day.
87785,2016-04-13 20:00:00.000 +0200,Mostly Cloudy,rain,17.9,17.9,0.6,8.033900000000001,127.0,15.552600000000002,0.0,1005.02,Partly cloudy throughout the day.
87786,2016-04-13 21:00:00.000 +0200,Mostly Cloudy,rain,17.083333333333332,17.083333333333332,0.67,4.7495,141.0,16.1,0.0,1004.8,Partly cloudy throughout the day.
87787,2016-04-13 22:00:00.000 +0200,Mostly Cloudy,rain,15.97222222222222,15.97222222222222,0.7,6.5205,150.0,16.1,0.0,1004.7,Partly cloudy throughout the day.
87788,2016-04-13 23:00:00.000 +0200,Mostly Cloudy,rain,15.555555555555555,15.555555555555555,0.71,5.7477,176.0,15.552600000000002,0.0,1004.35,Partly cloudy throughout the day.
87789,2016-04-14 00:00:00.000 +0200,Mostly Cloudy,rain,14.261111111111113,14.261111111111113,0.77,6.295100000000001,200.0,16.1,0.0,1004.01,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87790,2016-04-14 01:00:00.000 +0200,Mostly Cloudy,rain,13.677777777777775,13.677777777777775,0.77,3.0268,157.0,16.1,0.0,1003.53,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87791,2016-04-14 02:00:00.000 +0200,Mostly Cloudy,rain,12.8,12.8,0.82,1.9803,246.0,14.3934,0.0,1003.15,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87792,2016-04-14 03:00:00.000 +0200,Partly Cloudy,rain,10.772222222222222,10.772222222222222,0.85,6.6493,279.0,15.134000000000002,0.0,1003.22,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87793,2016-04-14 04:00:00.000 +0200,Partly Cloudy,rain,12.183333333333334,12.183333333333334,0.83,6.601,255.0,15.1823,0.0,1003.22,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87794,2016-04-14 05:00:00.000 +0200,Partly Cloudy,rain,13.305555555555555,13.305555555555555,0.72,10.5455,274.0,15.1823,0.0,1003.5,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87795,2016-04-14 06:00:00.000 +0200,Partly Cloudy,rain,12.15,12.15,0.74,15.8424,290.0,16.1,0.0,1003.55,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87796,2016-04-14 07:00:00.000 +0200,Partly Cloudy,rain,12.616666666666667,12.616666666666667,0.73,17.1304,280.0,16.1,0.0,1004.53,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87797,2016-04-14 08:00:00.000 +0200,Partly Cloudy,rain,13.744444444444447,13.744444444444447,0.77,20.0928,292.0,15.3111,0.0,1004.99,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87798,2016-04-14 09:00:00.000 +0200,Partly Cloudy,rain,16.044444444444444,16.044444444444444,0.67,24.906700000000004,299.0,15.826300000000002,0.0,1004.93,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87799,2016-04-14 10:00:00.000 +0200,Partly Cloudy,rain,17.105555555555554,17.105555555555554,0.67,20.7368,290.0,15.826300000000002,0.0,1004.84,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87800,2016-04-14 11:00:00.000 +0200,Mostly Cloudy,rain,17.73888888888889,17.73888888888889,0.59,23.345,302.0,10.3523,0.0,1004.65,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87801,2016-04-14 12:00:00.000 +0200,Partly Cloudy,rain,19.283333333333328,19.283333333333328,0.54,25.3253,290.0,15.826300000000002,0.0,1004.36,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87802,2016-04-14 13:00:00.000 +0200,Mostly Cloudy,rain,18.911111111111115,18.911111111111115,0.52,27.048,299.0,9.982,0.0,1004.33,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87803,2016-04-14 14:00:00.000 +0200,Mostly Cloudy,rain,19.827777777777776,19.827777777777776,0.48,25.051600000000004,294.0,10.3523,0.0,1004.41,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87804,2016-04-14 15:00:00.000 +0200,Partly Cloudy,rain,19.81111111111111,19.81111111111111,0.45,28.497,319.0,9.982,0.0,1003.99,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87805,2016-04-14 16:00:00.000 +0200,Breezy and Partly Cloudy,rain,18.72222222222222,18.72222222222222,0.48,31.427200000000003,301.0,9.982,0.0,1003.99,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87806,2016-04-14 17:00:00.000 +0200,Breezy and Mostly Cloudy,rain,17.299999999999997,17.299999999999997,0.52,30.090900000000005,322.0,10.3523,0.0,1004.68,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87807,2016-04-14 18:00:00.000 +0200,Mostly Cloudy,rain,15.933333333333334,15.933333333333334,0.59,28.5131,291.0,15.826300000000002,0.0,1004.9,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87808,2016-04-14 19:00:00.000 +0200,Mostly Cloudy,rain,14.911111111111111,14.911111111111111,0.63,27.9496,300.0,16.1,0.0,1005.86,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87809,2016-04-14 20:00:00.000 +0200,Mostly Cloudy,rain,14.061111111111112,14.061111111111112,0.63,21.9443,295.0,15.552600000000002,0.0,1007.15,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87810,2016-04-14 21:00:00.000 +0200,Mostly Cloudy,rain,13.844444444444443,13.844444444444443,0.64,17.8871,283.0,16.1,0.0,1007.67,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87811,2016-04-14 22:00:00.000 +0200,Breezy and Mostly Cloudy,rain,13.794444444444444,13.794444444444444,0.64,31.153500000000005,291.0,16.1,0.0,1008.08,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87812,2016-04-14 23:00:00.000 +0200,Mostly Cloudy,rain,13.722222222222223,13.722222222222223,0.63,23.4738,293.0,15.1823,0.0,1008.68,Partly cloudy throughout the day and breezy starting in the afternoon continuing until evening.
87813,2016-04-15 00:00:00.000 +0200,Mostly Cloudy,rain,13.216666666666663,13.216666666666663,0.62,28.2555,300.0,16.1,0.0,1009.6,Partly cloudy until night.
87814,2016-04-15 01:00:00.000 +0200,Mostly Cloudy,rain,12.63888888888889,12.63888888888889,0.64,28.1106,291.0,16.1,0.0,1010.3,Partly cloudy until night.
87815,2016-04-15 02:00:00.000 +0200,Partly Cloudy,rain,11.855555555555558,11.855555555555558,0.65,25.743900000000004,301.0,15.1823,0.0,1010.71,Partly cloudy until night.
87816,2016-04-15 03:00:00.000 +0200,Partly Cloudy,rain,10.95,10.95,0.67,24.8584,300.0,16.1,0.0,1010.88,Partly cloudy until night.
87817,2016-04-15 04:00:00.000 +0200,Clear,rain,9.86111111111111,7.511111111111114,0.72,17.1304,290.0,16.1,0.0,1011.67,Partly cloudy until night.
87818,2016-04-15 05:00:00.000 +0200,Clear,rain,8.800000000000002,6.555555555555554,0.77,14.1841,291.0,15.1823,0.0,1012.27,Partly cloudy until night.
87819,2016-04-15 06:00:00.000 +0200,Partly Cloudy,rain,7.133333333333336,4.4722222222222205,0.86,14.457800000000002,271.0,15.826300000000002,0.0,1012.67,Partly cloudy until night.
87820,2016-04-15 07:00:00.000 +0200,Partly Cloudy,rain,8.68888888888889,6.338888888888887,0.83,14.7959,271.0,15.826300000000002,0.0,1013.92,Partly cloudy until night.
87821,2016-04-15 08:00:00.000 +0200,Partly Cloudy,rain,11.005555555555556,11.005555555555556,0.72,16.3898,283.0,14.9569,0.0,1014.21,Partly cloudy until night.
87822,2016-04-15 09:00:00.000 +0200,Partly Cloudy,rain,12.8,12.8,0.69,20.1733,281.0,16.0517,0.0,1014.42,Partly cloudy until night.
87823,2016-04-15 10:00:00.000 +0200,Partly Cloudy,rain,14.949999999999998,14.949999999999998,0.55,20.0606,290.0,16.1,0.0,1014.61,Partly cloudy until night.
87824,2016-04-15 11:00:00.000 +0200,Partly Cloudy,rain,16.966666666666665,16.966666666666665,0.42,19.271700000000003,292.0,15.552600000000002,0.0,1014.8,Partly cloudy until night.
87825,2016-04-15 12:00:00.000 +0200,Partly Cloudy,rain,17.288888888888888,17.288888888888888,0.41,17.243100000000002,272.0,16.1,0.0,1014.97,Partly cloudy until night.
87826,2016-04-15 13:00:00.000 +0200,Partly Cloudy,rain,17.84444444444445,17.84444444444445,0.37,21.847700000000003,260.0,16.1,0.0,1014.37,Partly cloudy until night.
87827,2016-04-15 14:00:00.000 +0200,Mostly Cloudy,rain,18.811111111111117,18.811111111111117,0.37,14.860300000000002,243.0,15.520400000000002,0.0,1013.55,Partly cloudy until night.
87828,2016-04-15 15:00:00.000 +0200,Mostly Cloudy,rain,20.016666666666666,20.016666666666666,0.39,14.6832,240.0,16.1,0.0,1012.86,Partly cloudy until night.
87829,2016-04-15 16:00:00.000 +0200,Partly Cloudy,rain,20.022222222222226,20.022222222222226,0.37,17.1787,211.0,16.1,0.0,1012.36,Partly cloudy until night.
87830,2016-04-15 17:00:00.000 +0200,Mostly Cloudy,rain,19.866666666666667,19.866666666666667,0.37,16.8728,215.0,15.552600000000002,0.0,1012.18,Partly cloudy until night.
87831,2016-04-15 18:00:00.000 +0200,Mostly Cloudy,rain,18.95555555555556,18.95555555555556,0.43,17.114300000000004,191.0,16.1,0.0,1011.84,Partly cloudy until night.
87832,2016-04-15 19:00:00.000 +0200,Partly Cloudy,rain,17.288888888888888,17.288888888888888,0.51,15.536500000000002,190.0,16.1,0.0,1011.74,Partly cloudy until night.
87833,2016-04-15 20:00:00.000 +0200,Partly Cloudy,rain,14.349999999999998,14.349999999999998,0.61,14.0392,153.0,15.552600000000002,0.0,1012.27,Partly cloudy until night.
87834,2016-04-15 21:00:00.000 +0200,Partly Cloudy,rain,13.916666666666664,13.916666666666664,0.64,14.023100000000005,160.0,16.1,0.0,1012.15,Partly cloudy until night.
87835,2016-04-15 22:00:00.000 +0200,Partly Cloudy,rain,13.355555555555554,13.355555555555554,0.64,14.023100000000005,160.0,16.1,0.0,1012.55,Partly cloudy until night.
87836,2016-04-15 23:00:00.000 +0200,Partly Cloudy,rain,11.805555555555555,11.805555555555555,0.68,13.2664,162.0,15.1823,0.0,1012.79,Partly cloudy until night.
87837,2016-04-16 00:00:00.000 +0200,Partly Cloudy,rain,11.583333333333334,11.583333333333334,0.67,16.7762,152.0,16.1,0.0,1012.86,Partly cloudy until night and breezy starting in the morning continuing until afternoon.
87838,2016-04-16 01:00:00.000 +0200,Partly Cloudy,rain,10.516666666666667,10.516666666666667,0.71,10.787,162.0,16.1,0.0,1012.85,Partly cloudy until night and breezy starting in the morning continuing until afternoon.
87839,2016-04-16 02:00:00.000 +0200,Partly Cloudy,rain,9.52777777777778,7.699999999999999,0.78,12.380900000000002,167.0,15.1823,0.0,1012.72,Partly cloudy until night and breezy starting in the morning continuing until afternoon.
87840,2016-04-16 03:00:00.000 +0200,Partly Cloudy,rain,7.827777777777779,5.883333333333336,0.79,10.948,190.0,16.1,0.0,1013.04,Partly cloudy until night and breezy starting in the morning continuing until afternoon.
87841,2016-04-16 04:00:00.000 +0200,Partly Cloudy,rain,7.783333333333331,5.799999999999999,0.83,11.0768,161.0,16.1,0.0,1013.03,Partly cloudy until night and breezy starting in the morning continuing until afternoon.
87842,2016-04-16 05:00:00.000 +0200,Partly Cloudy,rain,7.472222222222224,5.633333333333334,0.87,9.982,164.0,15.1823,0.0,1012.93,Partly cloudy until night and breezy starting in the morning continuing until afternoon.
