step,origin,lead_time,date,actual,predicted
1,2023-01-10,20,2023-02-07,79.91790881530609,87.9232
2,2023-02-07,1,2023-02-08,80.43105997516072,81.23271
2,2023-02-07,2,2023-02-09,80.35152296477206,81.143295
2,2023-02-07,3,2023-02-10,81.82381204349556,81.48688
2,2023-02-07,4,2023-02-13,80.94729200891739,82.01151
2,2023-02-07,5,2023-02-14,81.22133851243684,81.691216
2,2023-02-07,6,2023-02-15,80.56430115385803,81.579346
2,2023-02-07,7,2023-02-16,80.549496083197,81.872734
2,2023-02-07,8,2023-02-17,79.46960360952495,82.06702
2,2023-02-07,9,2023-02-20,80.33490002071345,81.759026
2,2023-02-07,10,2023-02-21,80.26183456551614,82.01485
2,2023-02-07,11,2023-02-22,81.20635589553726,82.047325
2,2023-02-07,12,2023-02-23,79.69451951947605,82.09491
2,2023-02-07,13,2023-02-24,78.95786010537117,81.62244
2,2023-02-07,14,2023-02-27,77.82535442840762,81.55197
2,2023-02-07,15,2023-02-28,77.05727673938262,81.424286
2,2023-02-07,16,2023-03-01,76.13292548799751,81.56737
2,2023-02-07,17,2023-03-02,75.78561650224196,81.43918
2,2023-02-07,18,2023-03-03,75.54714161180702,81.875725
2,2023-02-07,19,2023-03-06,75.29102225931815,81.87506
2,2023-02-07,20,2023-03-07,74.52699488110835,82.34016
3,2023-03-07,1,2023-03-08,74.51306868756866,79.605064
3,2023-03-07,2,2023-03-09,75.19498821850759,79.5762
3,2023-03-07,3,2023-03-10,74.10715623379964,80.429825
3,2023-03-07,4,2023-03-13,73.9310917803664,80.46474
3,2023-03-07,5,2023-03-14,73.68911344357987,81.61162
3,2023-03-07,6,2023-03-15,73.99902594219209,81.32333
3,2023-03-07,7,2023-03-16,73.7865865566298,82.65189
3,2023-03-07,8,2023-03-17,73.63257366169188,82.36977
3,2023-03-07,9,2023-03-20,72.51370829574452,83.24377
3,2023-03-07,10,2023-03-21,72.41854041612677,82.75251
3,2023-03-07,11,2023-03-22,71.39097419162324,84.205925
3,2023-03-07,12,2023-03-23,71.81245083735587,83.2607
3,2023-03-07,13,2023-03-24,71.62669395334416,84.04254
3,2023-03-07,14,2023-03-27,71.59591037582926,83.17827
3,2023-03-07,15,2023-03-28,70.64615053640324,84.4745
3,2023-03-07,16,2023-03-29,71.40355755998148,83.62374
3,2023-03-07,17,2023-03-30,72.06185568077447,84.77533
3,2023-03-07,18,2023-03-31,72.90178361166465,83.943695
3,2023-03-07,19,2023-04-03,75.12004746314618,85.51664
3,2023-03-07,20,2023-04-04,75.07090242097223,84.43819
4,2023-04-04,1,2023-04-05,76.29016773235695,77.70581
4,2023-04-04,2,2023-04-06,76.19465088903983,78.422554
4,2023-04-04,3,2023-04-07,76.62942687285313,79.16924
4,2023-04-04,4,2023-04-10,77.04772901277555,79.91866
4,2023-04-04,5,2023-04-11,77.37742912858275,80.51497
4,2023-04-04,6,2023-04-12,78.11277456271772,81.15117
4,2023-04-04,7,2023-04-13,77.8977156581672,81.89794
4,2023-04-04,8,2023-04-14,78.03909148830857,82.576515
4,2023-04-04,9,2023-04-17,78.68615970042003,82.931
4,2023-04-04,10,2023-04-18,80.55680784322877,83.6027
4,2023-04-04,11,2023-04-19,79.84797417336021,84.1808
4,2023-04-04,12,2023-04-20,78.18575957047447,84.8814
4,2023-04-04,13,2023-04-21,77.85562739511457,85.27403
4,2023-04-04,14,2023-04-24,78.1091596390616,85.95027
4,2023-04-04,15,2023-04-25,78.45698211408585,86.621185
4,2023-04-04,16,2023-04-26,78.73085482910895,87.26729
4,2023-04-04,17,2023-04-27,80.10365538572096,87.83115
4,2023-04-04,18,2023-04-28,81.2775961900056,88.645905
4,2023-04-04,19,2023-05-01,81.43360524965344,89.409485
4,2023-04-04,20,2023-05-02,81.17620795909352,90.242035
5,2023-05-02,1,2023-05-03,81.04869151340135,81.40158
5,2023-05-02,2,2023-05-04,80.91667628230663,81.47392
5,2023-05-02,3,2023-05-05,80.92060161106664,82.19904
5,2023-05-02,4,2023-05-08,79.58213804033971,82.74724
5,2023-05-02,5,2023-05-09,79.35936113022639,82.87684
5,2023-05-02,6,2023-05-10,79.17622624967439,82.765144
5,2023-05-02,7,2023-05-11,79.23196807498172,83.58145
5,2023-05-02,8,2023-05-12,79.22455591569752,83.661804
5,2023-05-02,9,2023-05-15,80.1450994615354,83.44118
5,2023-05-02,10,2023-05-16,79.86271984928197,82.697845
5,2023-05-02,11,2023-05-17,79.67410945167082,82.8498
5,2023-05-02,12,2023-05-18,80.46579428218968,82.9654
5,2023-05-02,13,2023-05-19,80.47938004820304,82.63608
5,2023-05-02,14,2023-05-22,80.943267802806,82.160805
5,2023-05-02,15,2023-05-23,81.85795049021046,82.29744
5,2023-05-02,16,2023-05-24,82.52256769562942,82.42101
5,2023-05-02,17,2023-05-25,83.01207208293917,82.3195
5,2023-05-02,18,2023-05-26,83.05106846307184,81.74624
5,2023-05-02,19,2023-05-29,83.96390803022578,81.70134
5,2023-05-02,20,2023-05-30,84.36533371841769,81.5603
