step,origin,lead_time,date,actual,predicted
2,2023-02-07,11,2023-02-22,81.20635589553726,81.55940246582031
2,2023-02-07,12,2023-02-23,79.69451951947605,81.37035369873047
2,2023-02-07,13,2023-02-24,78.95786010537117,81.10762786865234
2,2023-02-07,14,2023-02-27,77.82535442840762,81.22705078125
2,2023-02-07,15,2023-02-28,77.05727673938262,81.18022155761719
2,2023-02-07,16,2023-03-01,76.13292548799751,81.4802017211914
2,2023-02-07,17,2023-03-02,75.78561650224196,81.72868347167969
2,2023-02-07,18,2023-03-03,75.54714161180702,81.32633972167969
2,2023-02-07,19,2023-03-06,75.29102225931815,81.2389907836914
2,2023-02-07,20,2023-03-07,74.52699488110835,81.49879455566406
3,2023-03-07,1,2023-03-08,74.51306868756866,78.08663177490234
3,2023-03-07,2,2023-03-09,75.19498821850759,78.24322509765625
3,2023-03-07,3,2023-03-10,74.10715623379964,78.1255874633789
3,2023-03-07,4,2023-03-13,73.9310917803664,78.15045928955078
3,2023-03-07,5,2023-03-14,73.68911344357987,78.10791778564453
3,2023-03-07,6,2023-03-15,73.99902594219209,78.10370635986328
3,2023-03-07,7,2023-03-16,73.7865865566298,78.14739990234375
3,2023-03-07,8,2023-03-17,73.63257366169188,78.14739990234375
3,2023-03-07,9,2023-03-20,72.51370829574452,78.12261962890625
3,2023-03-07,10,2023-03-21,72.41854041612677,78.15835571289062
3,2023-03-07,11,2023-03-22,71.39097419162324,78.11166381835938
3,2023-03-07,12,2023-03-23,71.81245083735587,78.11166381835938
3,2023-03-07,13,2023-03-24,71.62669395334416,78.11166381835938
3,2023-03-07,14,2023-03-27,71.59591037582926,78.12261962890625
3,2023-03-07,15,2023-03-28,70.64615053640324,78.12261962890625
3,2023-03-07,16,2023-03-29,71.40355755998148,78.08419036865234
3,2023-03-07,17,2023-03-30,72.06185568077447,78.08419036865234
3,2023-03-07,18,2023-03-31,72.90178361166465,77.93187713623047
3,2023-03-07,19,2023-04-03,75.12004746314618,77.94283294677734
3,2023-03-07,20,2023-04-04,75.07090242097223,77.94283294677734
4,2023-04-04,1,2023-04-05,76.29016773235695,77.58650207519531
4,2023-04-04,2,2023-04-06,76.19465088903983,78.68864440917969
4,2023-04-04,3,2023-04-07,76.62942687285313,78.76858520507812
4,2023-04-04,4,2023-04-10,77.04772901277555,79.80451202392578
4,2023-04-04,5,2023-04-11,77.37742912858275,80.41619873046875
4,2023-04-04,6,2023-04-12,78.11277456271772,80.42703247070312
4,2023-04-04,7,2023-04-13,77.8977156581672,80.24546813964844
4,2023-04-04,8,2023-04-14,78.03909148830857,80.13672637939453
4,2023-04-04,9,2023-04-17,78.68615970042003,80.1603775024414
4,2023-04-04,10,2023-04-18,80.55680784322877,80.1603775024414
4,2023-04-04,11,2023-04-19,79.84797417336021,80.11065673828125
4,2023-04-04,12,2023-04-20,78.18575957047447,80.11065673828125
4,2023-04-04,13,2023-04-21,77.85562739511457,80.11065673828125
4,2023-04-04,14,2023-04-24,78.1091596390616,80.11065673828125
4,2023-04-04,15,2023-04-25,78.45698211408585,80.11065673828125
4,2023-04-04,16,2023-04-26,78.73085482910895,80.11065673828125
4,2023-04-04,17,2023-04-27,80.10365538572096,80.11065673828125
4,2023-04-04,18,2023-04-28,81.2775961900056,80.11065673828125
4,2023-04-04,19,2023-05-01,81.43360524965344,80.20436096191406
4,2023-04-04,20,2023-05-02,81.17620795909352,80.21347045898438
5,2023-05-02,1,2023-05-03,81.04869151340135,81.3514404296875
5,2023-05-02,2,2023-05-04,80.91667628230663,81.31036376953125
5,2023-05-02,3,2023-05-05,80.92060161106664,81.31036376953125
5,2023-05-02,4,2023-05-08,79.58213804033971,81.2984848022461
5,2023-05-02,5,2023-05-09,79.35936113022639,81.2984848022461
5,2023-05-02,6,2023-05-10,79.17622624967439,81.31036376953125
5,2023-05-02,7,2023-05-11,79.23196807498172,81.22071838378906
5,2023-05-02,8,2023-05-12,79.22455591569752,81.22071838378906
5,2023-05-02,9,2023-05-15,80.1450994615354,81.2984848022461
5,2023-05-02,10,2023-05-16,79.86271984928197,81.2984848022461
5,2023-05-02,11,2023-05-17,79.67410945167082,81.22071838378906
5,2023-05-02,12,2023-05-18,80.46579428218968,81.22071838378906
5,2023-05-02,13,2023-05-19,80.47938004820304,81.22071838378906
5,2023-05-02,14,2023-05-22,80.943267802806,81.2984848022461
5,2023-05-02,15,2023-05-23,81.85795049021046,81.2984848022461
5,2023-05-02,16,2023-05-24,82.52256769562942,81.22071838378906
5,2023-05-02,17,2023-05-25,83.01207208293917,81.22071838378906
5,2023-05-02,18,2023-05-26,83.05106846307184,81.22071838378906
5,2023-05-02,19,2023-05-29,83.96390803022578,81.2984848022461
5,2023-05-02,20,2023-05-30,84.36533371841769,81.2984848022461
